Date,Predicted
2024-01-01,1685.3216775171036
2024-01-02,1683.6544799516832
2024-01-03,1684.5787259852054
2024-01-04,1687.921781000645
2024-01-05,1690.1195625176135
2024-01-08,1689.33150685841
2024-01-09,1687.9242287867787
2024-01-10,1689.029685411082
2024-01-11,1692.1766188323716
2024-01-12,1694.0842877575185
2024-01-15,1693.3169131834916
2024-01-16,1692.2004208219835
2024-01-17,1693.4533904958262
2024-01-18,1696.4058353403832
2024-01-19,1698.059799420871
2024-01-23,1697.3332600344634
2024-01-24,1696.484058617292
2024-01-25,1697.8516592568792
2024-01-29,1700.6132542667992
2024-01-30,1702.0472049971575
