Date,Predicted
2024-01-01,778.984924088272
2024-01-02,781.0273427971231
2024-01-03,780.4553053322896
2024-01-04,783.5029938453658
2024-01-05,784.0514171195356
2024-01-08,786.1456967953125
2024-01-09,786.8962359547129
2024-01-10,788.525041620026
2024-01-11,789.4002645089955
2024-01-12,790.7309066165981
2024-01-15,791.6295866024417
2024-01-16,792.761576473159
2024-01-17,793.6422465227407
2024-01-18,794.6368699320171
2024-01-19,795.481269141291
2024-01-23,796.3765271740045
2024-01-24,797.1789963709565
2024-01-25,797.9996650178517
2024-01-29,798.7607074449726
2024-01-30,799.5236408563574
