Date,Predicted
2024-01-01,614.4244513955629
2024-01-02,614.3790656865572
2024-01-03,614.552510013783
2024-01-04,614.815306249011
2024-01-05,615.1121126386846
2024-01-08,615.4216287795064
2024-01-09,615.7358705445072
2024-01-10,616.051866843675
2024-01-11,616.3685143059948
2024-01-12,616.6854034081324
2024-01-15,617.0023821773981
2024-01-16,617.3193942198269
2024-01-17,617.6364186090384
2024-01-18,617.9534475798082
2024-01-19,618.2704782506704
2024-01-23,618.5875095523909
2024-01-24,618.9045410882059
2024-01-25,619.2215727108869
2024-01-29,619.5386043658017
2024-01-30,619.8556360326775
