Date,Predicted
2024-01-01,880.6005118986449
2024-01-02,881.1560397928563
2024-01-03,881.5763634489126
2024-01-04,882.0738834109908
2024-01-05,882.5275992024787
2024-01-08,883.006164041013
2024-01-09,883.470632804215
2024-01-10,883.9430978183717
2024-01-11,884.4110268162281
2024-01-12,884.8815289504162
2024-01-15,885.350571427023
2024-01-16,885.8204419204855
2024-01-17,886.2898427065851
2024-01-18,886.7595099425827
2024-01-19,887.2290260301125
2024-01-23,887.6986278593126
2024-01-24,888.1681810500177
2024-01-25,888.6377618317784
2024-01-29,889.1073269620197
2024-01-30,889.5769009708652
