Date,Predicted
2024-01-01,376.5226199492125
2024-01-02,376.5046312074459
2024-01-03,376.62114899166875
2024-01-04,376.72690973409425
2024-01-05,376.8360553087187
2024-01-08,376.9450089390619
2024-01-09,377.05405020488917
2024-01-10,377.1630888954432
2024-01-11,377.2721299296275
2024-01-12,377.3811709656916
2024-01-15,377.49021206663826
2024-01-16,377.59925316966104
2024-01-17,377.70829427454316
2024-01-18,377.81733537954074
2024-01-19,377.92637648459333
2024-01-23,378.0354175896509
2024-01-24,378.14445869471007
2024-01-25,378.25349979976943
2024-01-29,378.36254090482885
2024-01-30,378.47158200988827
