Date,Predicted
2024-01-01,641.8529368443113
2024-01-02,642.0063075088656
2024-01-03,643.271695852439
2024-01-04,642.8649283949405
2024-01-05,642.0418568762034
2024-01-08,643.4051808173094
2024-01-09,644.0434286031469
2024-01-10,643.2791785979692
2024-01-11,643.7207919596252
2024-01-12,644.7388685400956
2024-01-15,644.5787561195953
2024-01-16,644.4630421256132
2024-01-17,645.2464717137865
2024-01-18,645.6218110127155
2024-01-19,645.4655577227646
2024-01-23,645.8485940167966
2024-01-24,646.4222365181319
2024-01-25,646.4958546119182
2024-01-29,646.6286392240602
2024-01-30,647.1269822880474
