Date,Predicted
2024-01-01,225.45323931215964
2024-01-02,225.48784959297024
2024-01-03,225.5217222243876
2024-01-04,225.5556156875267
2024-01-05,225.58950914624126
2024-01-08,225.62340260138723
2024-01-09,225.65729605655653
2024-01-10,225.69118951172632
2024-01-11,225.72508296689608
2024-01-12,225.75897642206584
2024-01-15,225.7928698772356
2024-01-16,225.82676333240536
2024-01-17,225.86065678757512
2024-01-18,225.89455024274488
2024-01-19,225.92844369791464
2024-01-23,225.9623371530844
2024-01-24,225.99623060825417
2024-01-25,226.03012406342393
2024-01-29,226.0640175185937
2024-01-30,226.09791097376345
