Date,Predicted
2024-01-01,462.4654007598205
2024-01-02,462.49373423874584
2024-01-03,462.6834008852673
2024-01-04,462.8120022423567
2024-01-05,462.96440292402093
2024-01-08,463.10756497719296
2024-01-09,463.25431528095476
2024-01-10,463.39967202137035
2024-01-11,463.54556998308936
2024-01-12,463.69125774975925
2024-01-15,463.8370271502565
2024-01-16,463.9827648464789
2024-01-17,464.128514855747
2024-01-18,464.2742600829757
2024-01-19,464.4200071674135
2024-01-23,464.56575353056365
2024-01-24,464.7115001738416
2024-01-25,464.8572467083258
2024-01-29,465.0029932850625
2024-01-30,465.14873984538946
