Date,Predicted
2024-01-01,184.2331370873271
2024-01-02,184.36033291223072
2024-01-03,184.48587754561044
2024-01-04,184.61139095235654
2024-01-05,184.73690679223705
2024-01-08,184.86242258347895
2024-01-09,184.9879383740985
2024-01-10,185.1134541647804
2024-01-11,185.23896995546087
2024-01-12,185.36448574614136
2024-01-15,185.49000153682184
2024-01-16,185.61551732750232
2024-01-17,185.7410331181828
2024-01-18,185.86654890886328
2024-01-19,185.99206469954376
2024-01-23,186.11758049022424
2024-01-24,186.24309628090472
2024-01-25,186.3686120715852
2024-01-29,186.49412786226569
2024-01-30,186.61964365294617
