Date,Predicted
2024-01-01,205.0415098586928
2024-01-02,205.08884348783462
2024-01-03,205.13647110906768
2024-01-04,205.18362475689932
2024-01-05,205.23043463911927
2024-01-08,205.27700362500988
2024-01-09,205.32340394362654
2024-01-10,205.36968616975187
2024-01-11,205.41588571339346
2024-01-12,205.46202736687673
2024-01-15,205.50812848855347
2024-01-16,205.55420123187736
2024-01-17,205.60025410609154
2024-01-18,205.6462930689444
2024-01-19,205.69232229175472
2024-01-23,205.73834469507221
2024-01-24,205.78436232372036
2024-01-25,205.83037660938277
2024-01-29,205.876388554453
2024-01-30,205.92239886075714
