Date,Predicted
2024-01-01,139.6364636567365
2024-01-02,139.61426971033822
2024-01-03,139.62567265084553
2024-01-04,139.6622384438962
2024-01-05,139.71368572324488
2024-01-08,139.7736633142055
2024-01-09,139.83850721149474
2024-01-10,139.90612511331562
2024-01-11,139.9753241301775
2024-01-12,140.04542432732075
2024-01-15,140.11603816420296
2024-01-16,140.18694475678024
2024-01-17,140.2580182092872
2024-01-18,140.32918676578805
2024-01-19,140.4004095280509
2024-01-23,140.47166318559488
2024-01-24,140.5429344523074
2024-01-25,140.61421575559527
2024-01-29,140.68550277936015
2024-01-30,140.75679306358555
