Date,Predicted
2024-01-01,5701.315761784187
2024-01-02,5704.286069236455
2024-01-03,5707.845782244701
2024-01-04,5711.452379357992
2024-01-05,5715.055960846716
2024-01-08,5718.6553920067345
2024-01-09,5722.252571492191
2024-01-10,5725.848658191302
2024-01-11,5729.4442267018
2024-01-12,5733.039550776432
2024-01-15,5736.634759686434
2024-01-16,5740.229914352316
2024-01-17,5743.825043470111
2024-01-18,5747.420160555357
2024-01-19,5751.015271973573
2024-01-23,5754.610380722764
2024-01-24,5758.2054882149105
2024-01-25,5761.800595115022
2024-01-29,5765.3957017363
2024-01-30,5768.990808226255
