Date,Predicted
2024-01-01,646.7531938866737
2024-01-02,646.9317953933513
2024-01-03,647.1313079090164
2024-01-04,647.3371752977567
2024-01-05,647.5453962268248
2024-01-08,647.7545229022096
2024-01-09,647.9640004093548
2024-01-10,648.1736139518473
2024-01-11,648.3832802513114
2024-01-12,648.5929670114629
2024-01-15,648.8026617069004
2024-01-16,649.0123594798891
2024-01-17,649.2220584464483
2024-01-18,649.4317578759112
2024-01-19,649.6414574849027
2024-01-23,649.851157163521
2024-01-24,650.0608568691426
2024-01-25,650.2705565852372
2024-01-29,650.4802563053933
2024-01-30,650.6899560271246
