Date,Predicted
2024-01-01,236.90128164505168
2024-01-02,236.62153859147432
2024-01-03,236.38063976714918
2024-01-04,236.17430643016698
2024-01-05,235.99903410749585
2024-01-08,235.8516689356527
2024-01-09,235.72937735925024
2024-01-10,235.6296135271275
2024-01-11,235.55009008150856
2024-01-12,235.48875191182006
2024-01-15,235.44375257343816
2024-01-16,235.4134331007612
2024-01-17,235.3963029715
2024-01-18,235.39102300376177
2024-01-19,235.39638998968098
2024-01-23,235.41132288927696
2024-01-24,235.43485042611994
2024-01-25,235.46609994247297
2024-01-29,235.5042873860288
2024-01-30,235.5487083133447
