Date,Predicted
2024-01-01,1025.3169961827
2024-01-02,1021.335774633465
2024-01-03,1024.3053196721767
2024-01-04,1027.0038361362913
2024-01-05,1024.0240296996521
2024-01-08,1024.853169686807
2024-01-09,1028.2714466289776
2024-01-10,1026.6089710080953
2024-01-11,1025.9238560268032
2024-01-12,1029.1673850937161
2024-01-15,1028.971403691015
2024-01-16,1027.4849867852408
2024-01-17,1029.9341354784713
2024-01-18,1030.9766450534728
2024-01-19,1029.39656694223
2024-01-23,1030.7928862646177
2024-01-24,1032.6065199932218
2024-01-25,1031.470403240187
2024-01-29,1031.8833993623289
2024-01-30,1033.9392116030692
