Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,226.0249938964844,224.49577,225.45323931215964,224.97450465607983
2024-01-02,228.125,219.08354,225.48784959297024,222.28569479648513
2024-01-03,230.5249938964844,210.67796,225.5217222243876,218.09984111219381
2024-01-04,226.3249969482422,202.0733,225.5556156875267,213.81445784376336
2024-01-05,226.5500030517578,195.26836,225.58950914624128,210.42893457312064
2024-01-08,227.5,191.41687,225.62340260138723,208.5201363006936
2024-01-09,229.9750061035156,190.86269,225.65729605655653,208.25999302827825
2024-01-10,225.625,193.3614,225.69118951172632,209.52629475586315
2024-01-11,229.3500061035156,198.18356,225.72508296689608,211.95432148344804
2024-01-12,229.125,204.40306,225.75897642206584,215.08101821103293
2024-01-15,229.9750061035156,211.05164,225.7928698772356,218.4222549386178
2024-01-16,236.4250030517578,217.29245,225.82676333240536,221.55960666620268
2024-01-17,235.8249969482422,222.56342,225.86065678757512,224.21203839378757
2024-01-18,236.6000061035156,226.56116,225.89455024274488,226.22785512137244
2024-01-19,240.4750061035156,229.18532,225.92844369791464,227.55688184895732
2024-01-23,231.5249938964844,230.51775,225.9623371530844,228.2400435765422
2024-01-24,238.5749969482422,230.72652,225.99623060825417,228.36137530412708
2024-01-25,237.1999969482422,230.12085,226.03012406342395,228.075487031712
2024-01-29,246.3249969482422,228.98851,226.0640175185937,227.52626375929685
2024-01-30,252.1000061035156,227.6622,226.09791097376345,226.88005548688173
