Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,6701.10009765625,6359.3086,6800.160080548555,6579.734340274277
2024-01-02,6665.0498046875,6268.1665,6803.39714140224,6535.7818207011205
2024-01-03,6986.5,6115.271,6806.696245047128,6460.983622523564
2024-01-04,6922.14990234375,5940.4956,6809.994989988551,6375.245294994276
2024-01-05,6978.5,5774.6055,6813.293692940544,6293.949596470272
2024-01-08,6983.85009765625,5640.972,6816.592396230006,6228.782198115003
2024-01-09,7093.89990234375,5555.0767,6819.891099547682,6187.483899773841
2024-01-10,7053.75,5524.6357,6823.189802865064,6173.912751432532
2024-01-11,7298.85009765625,5550.7397,6826.488506182428,6188.614103091214
2024-01-12,7301.9501953125,5627.535,6829.787209499792,6228.6611047498955
2024-01-15,7301.9501953125,5743.017,6833.085912817156,6288.051456408578
2024-01-16,7293.9501953125,5882.102,6836.38461613452,6359.24330806726
2024-01-17,7165.9501953125,6030.6104,6839.683319451884,6435.146859725942
2024-01-18,7083.60009765625,6174.812,6842.982022769248,6508.897011384624
2024-01-19,7136.5498046875,6303.0503,6846.280726086612,6574.665513043306
2024-01-23,7095.89990234375,6405.806,6849.579429403976,6627.692714701988
2024-01-24,7212.85009765625,6477.616,6852.87813272134,6665.24706636067
2024-01-25,7597.5,6517.906,6856.176836038704,6687.041418019352
2024-01-29,7548.7998046875,6530.579,6859.475539356068,6695.027269678034
2024-01-30,7566.39990234375,6520.7837,6862.774242673432,6691.7789713367165
