Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,877.5999755859375,846.4168,880.6005118986449,863.5086559493225
2024-01-02,870.2000122070312,841.7544,881.1560397928563,861.4552198964282
2024-01-03,837.6500244140625,830.7829,881.5763634489126,856.1796317244564
2024-01-04,837.0999755859375,815.5283,882.0738834109908,848.8010917054953
2024-01-05,829.4000244140625,798.40155,882.5275992024787,840.4645746012393
2024-01-08,821.9500122070312,781.8133,883.006164041013,832.4097320205065
2024-01-09,821.4000244140625,767.9601,883.470632804215,825.7153664021075
2024-01-10,829.7999877929688,758.6001,883.9430978183717,821.2715989091859
2024-01-11,822.0499877929688,754.84015,884.4110268162281,819.625588408114
2024-01-12,825.7999877929688,756.98157,884.8815289504162,820.9315494752082
2024-01-15,825.1500244140625,764.5008,885.350571427023,824.9256857135115
2024-01-16,832.2999877929688,776.40137,885.8204419204855,831.1109059602427
2024-01-17,812.6500244140625,791.22015,886.2898427065851,838.7549963532925
2024-01-18,803.6500244140625,807.3962,886.7595099425827,847.0778549712913
2024-01-19,816.6500244140625,823.28485,887.2290260301125,855.2569380150562
2024-01-23,790.4000244140625,837.56305,887.6986278593126,862.6308389296563
2024-01-24,812.2000122070312,849.3281,888.1681810500177,868.7481405250088
2024-01-25,815.7000122070312,858.05334,888.6377618317784,873.3455509158892
2024-01-29,811.7000122070312,863.7355,889.1073269620197,876.4214134810098
2024-01-30,812.0,866.6611,889.5769009708652,878.1190004854326
