Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,184.9499969482422,165.2907,184.2331370873271,174.76191854366354
2024-01-02,182.1499938964844,163.7949,184.36033291223072,174.07761645611538
2024-01-03,182.3500061035156,160.16411,184.48587754561044,172.32499377280521
2024-01-04,186.8999938964844,155.41891,184.61139095235652,170.01515047617826
2024-01-05,185.9499969482422,150.54971,184.73690679223705,167.64330839611853
2024-01-08,183.6000061035156,146.36293,184.86242258347892,165.61267629173946
2024-01-09,184.6499938964844,143.37099,184.9879383740985,164.17946418704923
2024-01-10,185.6000061035156,141.84357,185.1134541647804,163.47851208239018
2024-01-11,184.3500061035156,141.77512,185.23896995546087,163.50704497773043
2024-01-12,183.5,142.93564,185.36448574614136,164.15006287307068
2024-01-15,188.6499938964844,144.98114,185.49000153682184,165.23557076841092
2024-01-16,186.8000030517578,147.56119,185.61551732750232,166.58835366375115
2024-01-17,185.6499938964844,150.34206,185.7410331181828,168.0415465590914
2024-01-18,188.1999969482422,153.0724,185.86654890886328,169.46947445443163
2024-01-19,191.8500061035156,155.55002,185.99206469954376,170.77104234977188
2024-01-23,187.1000061035156,157.6983,186.11758049022424,171.90794024511212
2024-01-24,189.25,159.5538,186.24309628090472,172.89844814045236
2024-01-25,189.6999969482422,161.22612,186.3686120715852,173.7973660357926
2024-01-29,190.8999938964844,162.80394,186.49412786226569,174.64903393113286
2024-01-30,187.8999938964844,164.38371,186.61964365294617,175.5016768264731
