Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,641.3499755859375,623.87335,641.8529368443113,632.8631434221556
2024-01-02,639.4500122070312,619.7868,642.0063075088656,630.8965537544327
2024-01-03,643.4500122070312,610.3165,643.271695852439,626.7940979262196
2024-01-04,642.75,597.80145,642.8649283949405,620.3331891974703
2024-01-05,641.9500122070312,584.4784,642.0418568762034,613.2601284381017
2024-01-08,627.0,572.27094,643.4051808173094,607.8380604086547
2024-01-09,625.4000244140625,562.705,644.0434286031469,603.3742143015735
2024-01-10,621.75,556.8,643.2791785979692,600.0395892989845
2024-01-11,620.2000122070312,554.9591,643.7207919596252,599.3399459798127
2024-01-12,633.5999755859375,557.0628,644.7388685400956,600.9008342700479
2024-01-15,640.0999755859375,562.50323,644.5787561195953,603.5409930597976
2024-01-16,636.9000244140625,570.5224,644.4630421256132,607.4927210628066
2024-01-17,626.0,580.2966,645.2464717137865,612.7715358568933
2024-01-18,628.2999877929688,590.9298,645.6218110127155,618.2758055063578
2024-01-19,627.75,601.42957,645.4655577227646,623.4475638613824
2024-01-23,605.0999755859375,611.06683,645.8485940167966,628.4577120083983
2024-01-24,618.2999877929688,619.2652,646.4222365181319,632.843718259066
2024-01-25,612.75,625.7183,646.4958546119182,636.1070773059591
2024-01-29,622.9500122070312,630.3964,646.6286392240602,638.51251961203
2024-01-30,626.75,633.4489,647.1269822880474,640.2879411440238
