Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,477.1499938964844,436.89484,472.1545147756286,454.52467738781434
2024-01-02,469.2000122070313,433.67603,473.5312546608894,453.6036423304447
2024-01-03,455.8999938964844,425.23245,473.8705880083817,449.5515190041908
2024-01-04,452.3999938964844,413.80234,474.99593786505824,444.3991389325291
2024-01-05,456.6000061035156,401.9127,475.1820692567208,438.5473846283604
2024-01-08,450.3500061035156,391.78598,476.13918417825374,433.96258208912684
2024-01-09,450.75,385.0518,476.2053911502685,430.6285955751342
2024-01-10,453.6000061035156,382.53043,477.0404960466817,429.78546302334087
2024-01-11,448.2000122070313,384.24588,477.0291425475005,430.63751127375025
2024-01-12,465.4500122070313,389.48352,477.77683886811263,433.63017943405634
2024-01-15,494.6000061035156,397.1022,477.7154019355074,437.4088009677537
2024-01-16,485.0,405.83014,478.3992912517879,442.11471562589395
2024-01-17,482.3999938964844,414.4714,478.3067391364663,446.38906956823314
2024-01-18,482.6499938964844,422.00854,478.9432522916189,450.47589614580943
2024-01-19,485.0499877929688,427.76053,478.8325554992754,453.2965427496377
2024-01-23,469.8999938964844,431.49344,479.43312402739497,455.4632820136975
2024-01-24,478.0499877929688,433.5442,479.3131277819934,456.4286638909967
2024-01-25,470.0,434.56616,479.88573714806427,457.22594857403215
2024-01-29,473.0,435.2498,479.7624439866339,457.5061219933169
2024-01-30,472.5,436.10953,480.31269911753583,458.2111145587679
