Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,1080.0999755859375,976.19403,1085.65707540646,1030.92555270323
2024-01-02,1097.75,975.6991,1087.0661136134904,1031.3826068067451
2024-01-03,1084.949951171875,970.97015,1087.519891426157,1029.2450207130785
2024-01-04,1125.550048828125,963.54675,1088.309444199778,1025.9280970998889
2024-01-05,1122.949951171875,955.00995,1088.980887255295,1021.9954186276475
2024-01-08,1104.949951171875,946.80225,1089.6938753633387,1018.2480626816694
2024-01-09,1111.6500244140625,940.0393,1090.3922500120743,1015.2157750060371
2024-01-10,1113.949951171875,935.5589,1091.0957649405716,1013.3273324702858
2024-01-11,1119.25,933.7014,1091.7974717772631,1012.7494358886315
2024-01-12,1159.0,934.4497,1092.4998146096843,1013.4747573048421
2024-01-15,1150.800048828125,937.3517,1093.2019337308056,1015.2768168654029
2024-01-16,1143.699951171875,941.853,1093.9041315423071,1017.8785657711535
2024-01-17,1138.5999755859375,947.2152,1094.606301674492,1020.910750837246
2024-01-18,1146.800048828125,952.8307,1095.308481542868,1024.069590771434
2024-01-19,1161.699951171875,958.2572,1096.0106579865414,1027.1339289932707
2024-01-23,1145.6500244140625,963.17725,1096.712835634853,1029.9450428174264
2024-01-24,1159.0,967.44714,1097.4150128594335,1032.4310764297168
2024-01-25,1136.75,971.1489,1098.1171902330614,1034.6330451165306
2024-01-29,1141.050048828125,974.5012,1098.8193675542618,1036.6602837771309
2024-01-30,1122.9000244140625,977.79565,1099.5215448939036,1038.6585974469517
