Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,999.4000244140624,1003.9513,996.7559972173942,1000.3536486086971
2024-01-02,982.25,999.10815,997.6160611506256,998.3621055753129
2024-01-03,984.0499877929688,988.51117,998.2445417873944,993.3778558936972
2024-01-04,987.1500244140624,974.5156,998.7746532842424,986.6451266421211
2024-01-05,993.7000122070312,959.4513,999.2872620059846,979.3692810029922
2024-01-08,982.0,945.43835,999.7993721980312,972.6188610990156
2024-01-09,979.75,934.33746,1000.3121408856204,967.3248004428101
2024-01-10,993.0499877929688,927.4568,1000.8251204883276,964.1409602441638
2024-01-11,991.1500244140624,925.4045,1001.3381302082912,963.3713151041457
2024-01-12,1003.5,928.1163,1001.8511388802316,964.9837194401158
2024-01-15,1009.8499755859376,935.0118,1002.3641458746728,968.6879729373363
2024-01-16,1009.0499877929688,945.1291,1002.8771524378832,974.0031262189416
2024-01-17,981.75,957.2624,1003.3901589546696,980.3262794773348
2024-01-18,986.3499755859376,970.1449,1003.9031654779276,987.0240327389638
2024-01-19,999.2000122070312,982.57947,1004.4161720051584,993.4978210025793
2024-01-23,1029.050048828125,993.6497,1004.929178533228,999.289439266614
2024-01-24,999.2000122070312,1002.7116,1005.4421850613556,1004.0768925306778
2024-01-25,1009.9500122070312,1009.4287,1005.955191589461,1007.6919457947306
2024-01-29,1016.4000244140624,1013.8304,1006.4681981175576,1010.1492990587788
2024-01-30,1016.9000244140624,1016.13635,1006.9812046456528,1011.5587773228265
