Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,648.7000122070312,667.3709,646.7531938866737,657.0620469433368
2024-01-02,645.5,661.3352,646.9317953933513,654.1334976966757
2024-01-03,637.2000122070312,654.4884,647.1313079090164,650.8098539545082
2024-01-04,647.9500122070312,648.2552,647.3371752977567,647.7961876488783
2024-01-05,646.75,643.78406,647.5453962268248,645.6647281134124
2024-01-08,645.8499755859375,641.83356,647.7545229022096,644.7940414511048
2024-01-09,640.9000244140625,642.6984,647.9640004093548,645.3312002046773
2024-01-10,644.9500122070312,646.27356,648.1736139518473,647.2235869759236
2024-01-11,644.0,652.3393,648.3832802513114,650.3612901256556
2024-01-12,637.5999755859375,660.3307,648.5929670114629,654.4618335057314
2024-01-15,614.4500122070312,669.2751,648.8026617069004,659.0388808534501
2024-01-16,611.25,678.1418,649.0123594798891,663.5770797399446
2024-01-17,606.5999755859375,685.93396,649.2220584464483,667.5780092232242
2024-01-18,607.7999877929688,691.8899,649.4317578759112,670.6608289379556
2024-01-19,615.9000244140625,695.3049,649.6414574849027,672.4731787424514
2024-01-23,586.1500244140625,695.9288,649.851157163521,672.8899785817605
2024-01-24,581.6500244140625,693.874,650.0608568691426,671.9674284345713
2024-01-25,579.0,689.5178,650.2705565852372,669.8941782926186
2024-01-29,578.5499877929688,683.45325,650.4802563053933,666.9667531526966
2024-01-30,575.0,676.3994,650.6899560271246,663.5446780135624
