Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,1432.0999755859375,1426.2346,1432.6865232740129,1429.4605616370063
2024-01-02,1437.6500244140625,1416.2983,1433.5605491911026,1424.9294245955512
2024-01-03,1422.699951171875,1402.6516,1434.249284597364,1418.450442298682
2024-01-04,1431.5999755859375,1388.1472,1434.9146220445807,1411.5309110222904
2024-01-05,1454.1500244140625,1375.3276,1435.5902229930537,1405.458911496527
2024-01-08,1421.050048828125,1366.1926,1436.266181237293,1401.2293906186464
2024-01-09,1449.3499755859375,1362.0662,1436.9416376417205,1399.5039188208602
2024-01-10,1451.449951171875,1363.4471,1437.617113099936,1400.532106549968
2024-01-11,1427.800048828125,1370.2043,1438.29261050197,1404.248455250985
2024-01-12,1435.300048828125,1381.6425,1438.9681054610187,1410.3053027305093
2024-01-15,1430.050048828125,1396.427,1439.6435995748654,1418.0352997874327
2024-01-16,1408.800048828125,1412.8805,1440.3190938621494,1426.5997969310747
2024-01-17,1421.1500244140625,1429.0007,1440.9945881763529,1434.9976440881765
2024-01-18,1404.9000244140625,1443.1744,1441.670082480593,1442.4222412402964
2024-01-19,1440.5999755859375,1453.9293,1442.345576784291,1448.1374383921457
2024-01-23,1375.5,1460.3633,1443.0210710884903,1451.6921855442451
2024-01-24,1410.550048828125,1462.2603,1443.696565392679,1452.9784326963395
2024-01-25,1380.9000244140625,1459.9518,1444.372059696845,1452.1619298484225
2024-01-29,1418.4000244140625,1454.3228,1445.0475540010136,1449.6851770005069
2024-01-30,1399.0,1446.587,1445.7230483051828,1446.1550241525915
