Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,3396.10009765625,3299.09,3403.9098230354825,3351.4999115177416
2024-01-02,3391.35009765625,3289.6042,3405.717968799533,3347.661084399767
2024-01-03,3373.60009765625,3265.1511,3407.3046607193114,3336.2278803596555
2024-01-04,3379.949951171875,3232.1685,3408.9764897872915,3320.572494893646
2024-01-05,3355.550048828125,3197.0244,3410.612065814539,3303.8182329072697
2024-01-08,3298.39990234375,3165.404,3412.262776915485,3288.8333884577423
2024-01-09,3267.5,3141.3013,3413.907145957964,3277.604222978982
2024-01-10,3286.85009765625,3127.406,3415.5541706679587,3271.4800853339793
2024-01-11,3288.199951171875,3124.7917,3417.2000832007566,3270.9958916003784
2024-01-12,3277.800048828125,3133.0908,3418.846461495053,3275.9686307475267
2024-01-15,3273.89990234375,3150.4688,3420.4926447352,3285.4807223676
2024-01-16,3296.89990234375,3174.6196,3422.13890966112,3298.37925483056
2024-01-17,3242.300048828125,3202.636,3423.7851403782493,3313.2105701891246
2024-01-18,3163.85009765625,3231.7764,3425.4313854215125,3328.6038927107566
2024-01-19,3165.85009765625,3259.363,3427.077624465204,3343.220312232602
2024-01-23,3054.699951171875,3283.3274,3428.723866021426,3356.025633010713
2024-01-24,2999.449951171875,3302.5764,3430.3701065254377,3366.4732532627186
2024-01-25,2949.199951171875,3316.8286,3432.0163474701,3374.4224737350496
2024-01-29,2976.050048828125,3326.406,3433.662588230224,3380.034294115112
2024-01-30,2954.10009765625,3332.0251,3435.3088290676296,3383.6669645338147
