Date,Actual Price,LSTM Forecast,ARIMA Forecast,Ensemble
2024-01-01,3525.449951171875,3369.7495,3528.46713132279,3449.108315661395
2024-01-02,3438.10009765625,3337.5679,3530.0923299198084,3433.830114959904
2024-01-03,3440.35009765625,3272.1255,3531.779207828056,3401.952353914028
2024-01-04,3458.699951171875,3192.3677,3533.4685371975984,3362.918118598799
2024-01-05,3521.89990234375,3116.5117,3535.157430755228,3325.834565377614
2024-01-08,3501.10009765625,3058.53,3536.8463265936084,3297.6881632968043
2024-01-09,3555.949951171875,3026.6072,3538.535224790756,3282.571212395378
2024-01-10,3545.5,3022.664,3540.2241228884104,3281.4440614442055
2024-01-11,3504.85009765625,3043.0132,3541.9130209765026,3292.463110488251
2024-01-12,3568.800048828125,3080.9124,3543.601919065504,3312.2571595327518
2024-01-15,3543.050048828125,3128.3477,3545.290817154525,3336.819258577262
2024-01-16,3573.5,3178.2031,3546.979715243541,3362.5914076217705
2024-01-17,3570.949951171875,3224.4475,3548.668613332557,3386.5580566662784
2024-01-18,3596.0,3263.4583,3550.357511421573,3406.9079057107865
2024-01-19,3646.0,3293.315,3552.0464095105885,3422.6807047552943
2024-01-23,3551.0,3314.0957,3553.7353075996043,3433.915503799802
2024-01-24,3589.199951171875,3327.9502,3555.42420568862,3441.6872028443104
2024-01-25,3593.449951171875,3337.6423,3557.113103777636,3447.3777018888177
2024-01-29,3708.0,3346.3423,3558.802001866652,3452.572150933326
2024-01-30,3633.300048828125,3356.2021,3560.4908999556674,3458.3464999778334
