Date,Close,Predicted
2024-01-01,1080.0999755859375,976.19403
2024-01-02,1097.75,975.6991
2024-01-03,1084.949951171875,970.97015
2024-01-04,1125.550048828125,963.54675
2024-01-05,1122.949951171875,955.00995
2024-01-08,1104.949951171875,946.80225
2024-01-09,1111.6500244140625,940.0393
2024-01-10,1113.949951171875,935.5589
2024-01-11,1119.25,933.7014
2024-01-12,1159.0,934.4497
2024-01-15,1150.800048828125,937.3517
2024-01-16,1143.699951171875,941.853
2024-01-17,1138.5999755859375,947.2152
2024-01-18,1146.800048828125,952.8307
2024-01-19,1161.699951171875,958.2572
2024-01-23,1145.6500244140625,963.17725
2024-01-24,1159.0,967.44714
2024-01-25,1136.75,971.1489
2024-01-29,1141.050048828125,974.5012
2024-01-30,1122.9000244140625,977.79565
