Date,Close,Predicted
2024-01-01,2737.239990234375,2524.0813
2024-01-02,2722.31494140625,2523.1455
2024-01-03,2663.52001953125,2515.1316
2024-01-04,2711.639892578125,2501.9849
2024-01-05,2666.39990234375,2486.1453
2024-01-08,2619.300048828125,2470.0479
2024-01-09,2592.60009765625,2455.8027
2024-01-10,2578.10009765625,2445.197
2024-01-11,2557.199951171875,2439.384
2024-01-12,2549.60009765625,2438.8955
2024-01-15,2547.550048828125,2443.4475
2024-01-16,2542.050048828125,2452.0396
2024-01-17,2543.10009765625,2463.1907
2024-01-18,2502.0,2475.9277
2024-01-19,2514.14990234375,2489.0361
2024-01-23,2462.89990234375,2501.4595
2024-01-24,2513.949951171875,2512.4702
2024-01-25,2482.14990234375,2521.8474
2024-01-29,2498.550048828125,2529.605
2024-01-30,2492.050048828125,2536.2854
