Date,Close,Predicted
2024-01-01,5821.64990234375,5618.0903
2024-01-02,5926.7998046875,5599.626
2024-01-03,5931.89990234375,5574.9204
2024-01-04,5842.2001953125,5554.8887
2024-01-05,5835.64990234375,5545.034
2024-01-08,5761.35009765625,5547.654
2024-01-09,5749.7998046875,5561.881
2024-01-10,5787.2001953125,5582.5537
2024-01-11,5692.4501953125,5606.307
2024-01-12,5688.85009765625,5630.804
2024-01-15,5783.25,5653.8027
2024-01-16,5758.14990234375,5672.6714
2024-01-17,5649.9501953125,5685.365
2024-01-18,5649.9501953125,5691.7437
2024-01-19,5668.2001953125,5691.444
2024-01-23,5674.39990234375,5684.7144
2024-01-24,5902.10009765625,5673.5894
2024-01-25,5855.5,5660.1294
2024-01-29,5843.7001953125,5646.733
2024-01-30,5840.9501953125,5636.2173
