Date,Close,Predicted
2024-01-01,3002.10009765625,2864.7524
2024-01-02,2995.199951171875,2812.8867
2024-01-03,3058.35009765625,2730.838
2024-01-04,3067.85009765625,2644.3967
2024-01-05,3065.550048828125,2571.9739
2024-01-08,3044.550048828125,2522.8438
2024-01-09,3115.449951171875,2500.2173
2024-01-10,3173.60009765625,2502.8381
2024-01-11,3175.800048828125,2526.1711
2024-01-12,3212.14990234375,2564.1096
2024-01-15,3193.300048828125,2610.42
2024-01-16,3166.10009765625,2659.5586
2024-01-17,3147.85009765625,2706.7544
2024-01-18,3151.75,2748.7754
2024-01-19,3210.050048828125,2783.708
2024-01-23,3164.14990234375,2811.1396
2024-01-24,3222.75,2831.6597
2024-01-25,3231.800048828125,2846.704
2024-01-29,3246.39990234375,2858.1638
2024-01-30,3054.949951171875,2867.9182
