Date,Close,Predicted
2024-01-01,1013.0499877929688,972.60895
2024-01-02,1021.7000122070312,968.62115
2024-01-03,1035.199951171875,962.1294
2024-01-04,1047.9000244140625,954.84216
2024-01-05,1046.5999755859375,948.1006
2024-01-08,1049.050048828125,942.81433
2024-01-09,1064.5,939.58417
2024-01-10,1062.699951171875,938.71234
2024-01-11,1062.8499755859375,940.144
2024-01-12,1076.3499755859375,943.6139
2024-01-15,1102.4000244140625,948.6294
2024-01-16,1095.9000244140625,954.5606
2024-01-17,1085.25,960.8044
2024-01-18,1087.050048828125,966.7598
2024-01-19,1125.0,971.8429
2024-01-23,1158.0,975.72595
2024-01-24,1189.949951171875,978.294
2024-01-25,1160.550048828125,979.6581
2024-01-29,1162.1500244140625,980.07367
2024-01-30,1158.6500244140625,979.8653
