Date,Close,Predicted
2024-01-01,999.4000244140625,1003.9513
2024-01-02,982.25,999.10815
2024-01-03,984.0499877929688,988.51117
2024-01-04,987.1500244140625,974.5156
2024-01-05,993.7000122070312,959.4513
2024-01-08,982.0,945.43835
2024-01-09,979.75,934.33746
2024-01-10,993.0499877929688,927.4568
2024-01-11,991.1500244140625,925.4045
2024-01-12,1003.5,928.1163
2024-01-15,1009.8499755859375,935.0118
2024-01-16,1009.0499877929688,945.1291
2024-01-17,981.75,957.2624
2024-01-18,986.3499755859375,970.1449
2024-01-19,999.2000122070312,982.57947
2024-01-23,1029.050048828125,993.6497
2024-01-24,999.2000122070312,1002.7116
2024-01-25,1009.9500122070312,1009.4287
2024-01-29,1016.4000244140625,1013.8304
2024-01-30,1016.9000244140625,1016.13635
