Date,Close,Predicted
2024-01-01,1698.0999755859375,1627.0844
2024-01-02,1699.0999755859375,1615.5287
2024-01-03,1672.9000244140625,1591.9683
2024-01-04,1690.8499755859375,1562.0226
2024-01-05,1682.199951171875,1530.9747
2024-01-08,1663.449951171875,1503.4088
2024-01-09,1650.5,1482.9337
2024-01-10,1655.949951171875,1471.8792
2024-01-11,1649.0,1471.0624
2024-01-12,1641.199951171875,1480.0281
2024-01-15,1672.800048828125,1497.2585
2024-01-16,1679.1500244140625,1520.4672
2024-01-17,1537.5,1546.9663
2024-01-18,1486.1500244140625,1574.0126
2024-01-19,1470.6500244140625,1599.1377
2024-01-23,1427.3499755859375,1620.6948
2024-01-24,1455.9000244140625,1637.5161
2024-01-25,1434.9000244140625,1649.1696
2024-01-29,1454.6500244140625,1656.0125
2024-01-30,1444.300048828125,1658.6755
