Date,Close,Predicted
2024-01-01,5750.0498046875,5289.707
2024-01-02,5746.35009765625,5273.1997
2024-01-03,5768.2998046875,5244.8096
2024-01-04,5762.2001953125,5212.096
2024-01-05,5754.25,5182.123
2024-01-08,5682.0,5159.923
2024-01-09,5797.64990234375,5149.5044
2024-01-10,5800.89990234375,5151.452
2024-01-11,5869.89990234375,5164.244
2024-01-12,5795.7001953125,5185.742
2024-01-15,5896.39990234375,5213.6714
2024-01-16,5904.5498046875,5244.843
2024-01-17,5925.89990234375,5275.068
2024-01-18,5990.85009765625,5301.543
2024-01-19,6094.64990234375,5321.41
2024-01-23,6153.75,5333.234
2024-01-24,6213.35009765625,5337.376
2024-01-25,6168.85009765625,5336.0454
2024-01-29,6329.75,5332.038
2024-01-30,6309.7998046875,5327.9536
