Date,Close,Predicted
2024-01-01,2118.875,2068.4067
2024-01-02,2093.127197265625,2057.4573
2024-01-03,2063.9931640625,2035.6273
2024-01-04,2062.0009765625,2007.8553
2024-01-05,2071.26416015625,1978.9332
2024-01-08,2059.510986328125,1953.3136
2024-01-09,2055.87548828125,1934.358
2024-01-10,2068.550048828125,1924.3185
2024-01-11,2083.699951171875,1924.0525
2024-01-12,2111.550048828125,1933.2765
2024-01-15,2101.0,1950.6188
2024-01-16,2115.199951171875,1974.0834
2024-01-17,2067.85009765625,2000.925
2024-01-18,2053.64990234375,2028.4397
2024-01-19,2081.199951171875,2053.8735
2024-01-23,2049.60009765625,2075.2957
2024-01-24,2071.300048828125,2091.3547
2024-01-25,2076.5,2101.6633
2024-01-29,2104.5,2106.6375
2024-01-30,2126.14990234375,2107.1077
