Date,Close,Predicted
2024-01-01,3811.10009765625,3644.0864
2024-01-02,3783.199951171875,3625.2725
2024-01-03,3691.75,3584.3
2024-01-04,3666.800048828125,3531.302
2024-01-05,3737.89990234375,3475.8013
2024-01-08,3678.300048828125,3425.6953
2024-01-09,3689.89990234375,3386.7297
2024-01-10,3713.050048828125,3362.6426
2024-01-11,3735.550048828125,3355.1003
2024-01-12,3882.800048828125,3363.1677
2024-01-15,3903.800048828125,3384.3645
2024-01-16,3861.300048828125,3415.847
2024-01-17,3884.60009765625,3454.1714
2024-01-18,3902.60009765625,3495.5142
2024-01-19,3943.050048828125,3536.4058
2024-01-23,3858.25,3574.1387
2024-01-24,3841.800048828125,3607.3074
2024-01-25,3810.300048828125,3635.4177
2024-01-29,3801.0,3658.585
2024-01-30,3800.550048828125,3677.0176
