Date,Close,Predicted
2024-01-01,2048.85009765625,2062.8687
2024-01-02,2030.050048828125,2048.9165
2024-01-03,2090.050048828125,2030.372
2024-01-04,2148.14990234375,2014.0686
2024-01-05,2172.39990234375,2003.6305
2024-01-08,2196.35009765625,1999.6514
2024-01-09,2167.85009765625,2001.1844
2024-01-10,2150.0,2007.2701
2024-01-11,2279.75,2015.4832
2024-01-12,2292.800048828125,2023.7625
2024-01-15,2292.800048828125,2031.66
2024-01-16,2309.699951171875,2038.3062
2024-01-17,2288.0,2043.558
2024-01-18,2255.39990234375,2047.7772
2024-01-19,2301.85009765625,2050.2747
2024-01-23,2279.5,2051.5942
2024-01-24,2302.449951171875,2052.8215
2024-01-25,2307.14990234375,2054.655
2024-01-29,2409.0,2057.287
2024-01-30,2452.949951171875,2060.4746
