Date,Close,Predicted
2024-01-01,1047.8499755859375,996.71014
2024-01-02,1078.4000244140625,959.43005
2024-01-03,1094.25,904.75397
2024-01-04,1123.199951171875,845.8627
2024-01-05,1154.25,792.50183
2024-01-08,1168.8499755859375,751.76733
2024-01-09,1197.0999755859375,727.6711
2024-01-10,1214.3499755859375,721.9751
2024-01-11,1202.949951171875,734.03955
2024-01-12,1207.0999755859375,761.298
2024-01-15,1203.0999755859375,799.69666
2024-01-16,1193.3499755859375,844.3823
2024-01-17,1166.8499755859375,890.7403
2024-01-18,1154.050048828125,934.6318
2024-01-19,1152.449951171875,972.4578
2024-01-23,1137.0999755859375,1002.4047
2024-01-24,1120.5999755859375,1023.97736
2024-01-25,1146.300048828125,1037.5984
2024-01-29,1196.6500244140625,1043.8763
2024-01-30,1187.3499755859375,1044.0428
