Date,Close,Predicted
2024-01-01,1598.8499755859375,1530.4331
2024-01-02,1575.5999755859375,1527.5863
2024-01-03,1601.1500244140625,1518.1252
2024-01-04,1648.550048828125,1505.2512
2024-01-05,1643.199951171875,1491.5867
2024-01-08,1627.0999755859375,1479.1447
2024-01-09,1625.0999755859375,1469.3687
2024-01-10,1640.1500244140625,1463.0498
2024-01-11,1657.8499755859375,1460.2947
2024-01-12,1674.0,1460.7953
2024-01-15,1688.8499755859375,1464.4497
2024-01-16,1667.050048828125,1470.8926
2024-01-17,1643.9000244140625,1479.3466
2024-01-18,1612.9000244140625,1488.9374
2024-01-19,1561.0999755859375,1498.7203
2024-01-23,1441.699951171875,1508.2668
2024-01-24,1490.8499755859375,1516.9867
2024-01-25,1512.0,1524.6045
2024-01-29,1526.800048828125,1531.1819
2024-01-30,1519.9000244140625,1536.8837
