Date,Close,Predicted
2024-01-01,1909.1500244140625,1853.6909
2024-01-02,1865.050048828125,1849.2789
2024-01-03,1865.9000244140625,1836.3634
2024-01-04,1863.5999755859375,1818.1196
2024-01-05,1847.5999755859375,1797.733
2024-01-08,1826.0999755859375,1778.1482
2024-01-09,1826.6500244140625,1761.9034
2024-01-10,1820.800048828125,1750.9059
2024-01-11,1822.8499755859375,1746.1614
2024-01-12,1833.25,1747.9062
2024-01-15,1851.5,1755.7092
2024-01-16,1848.0,1768.4922
2024-01-17,1779.6500244140625,1784.8082
2024-01-18,1777.25,1802.9528
2024-01-19,1764.300048828125,1821.0835
2024-01-23,1784.5,1837.9012
2024-01-24,1788.5999755859375,1852.4686
2024-01-25,1768.4000244140625,1864.3114
2024-01-29,1822.9000244140625,1873.3811
2024-01-30,1823.5999755859375,1879.9417
