Date,Close,Predicted
2024-01-01,3525.449951171875,3369.7495
2024-01-02,3438.10009765625,3337.5679
2024-01-03,3440.35009765625,3272.1255
2024-01-04,3458.699951171875,3192.3677
2024-01-05,3521.89990234375,3116.5117
2024-01-08,3501.10009765625,3058.53
2024-01-09,3555.949951171875,3026.6072
2024-01-10,3545.5,3022.664
2024-01-11,3504.85009765625,3043.0132
2024-01-12,3568.800048828125,3080.9124
2024-01-15,3543.050048828125,3128.3477
2024-01-16,3573.5,3178.2031
2024-01-17,3570.949951171875,3224.4475
2024-01-18,3596.0,3263.4583
2024-01-19,3646.0,3293.315
2024-01-23,3551.0,3314.0957
2024-01-24,3589.199951171875,3327.9502
2024-01-25,3593.449951171875,3337.6423
2024-01-29,3708.0,3346.3423
2024-01-30,3633.300048828125,3356.2021
