Date,Close,Predicted
2024-01-01,3396.10009765625,3299.09
2024-01-02,3391.35009765625,3289.6042
2024-01-03,3373.60009765625,3265.1511
2024-01-04,3379.949951171875,3232.1685
2024-01-05,3355.550048828125,3197.0244
2024-01-08,3298.39990234375,3165.404
2024-01-09,3267.5,3141.3013
2024-01-10,3286.85009765625,3127.406
2024-01-11,3288.199951171875,3124.7917
2024-01-12,3277.800048828125,3133.0908
2024-01-15,3273.89990234375,3150.4688
2024-01-16,3296.89990234375,3174.6196
2024-01-17,3242.300048828125,3202.636
2024-01-18,3163.85009765625,3231.7764
2024-01-19,3165.85009765625,3259.363
2024-01-23,3054.699951171875,3283.3274
2024-01-24,2999.449951171875,3302.5764
2024-01-25,2949.199951171875,3316.8286
2024-01-29,2976.050048828125,3326.406
2024-01-30,2954.10009765625,3332.0251
