Date,Close,Predicted
2024-01-01,4118.5498046875,3899.0945
2024-01-02,4088.199951171875,3761.152
2024-01-03,3989.85009765625,3557.6057
2024-01-04,3946.949951171875,3370.956
2024-01-05,3990.300048828125,3257.6643
2024-01-08,4009.5,3240.5374
2024-01-09,4112.5,3307.5051
2024-01-10,4138.0498046875,3423.1738
2024-01-11,4342.2001953125,3548.746
2024-01-12,4383.14990234375,3655.8767
2024-01-15,4372.39990234375,3730.6746
2024-01-16,4384.64990234375,3772.479
2024-01-17,4370.85009765625,3789.7656
2024-01-18,4394.0,3794.0369
2024-01-19,4399.75,3795.851
2024-01-23,4444.2001953125,3802.4548
2024-01-24,4433.64990234375,3815.7732
2024-01-25,4442.14990234375,3836.8562
2024-01-29,4593.5,3862.7744
2024-01-30,4588.35009765625,3889.7466
