Date,Close,Predicted
2024-01-01,10464.0,9847.418
2024-01-02,10204.7001953125,9766.079
2024-01-03,10111.5498046875,9581.885
2024-01-04,10014.7998046875,9339.698
2024-01-05,10016.0498046875,9080.07
2024-01-08,9934.5,8839.321
2024-01-09,9899.099609375,8646.768
2024-01-10,9776.2001953125,8524.799
2024-01-11,9920.4501953125,8485.489
2024-01-12,9808.4501953125,8528.801
2024-01-15,9954.5498046875,8645.696
2024-01-16,9969.599609375,8819.681
2024-01-17,9854.650390625,9029.027
2024-01-18,9892.25,9252.212
2024-01-19,10093.7001953125,9468.131
2024-01-23,9831.0,9660.131
2024-01-24,9990.5,9818.137
2024-01-25,9969.349609375,9937.909
2024-01-29,10274.0498046875,10021.447
2024-01-30,9963.599609375,10073.71
