Date,Close,Predicted
2024-01-01,3677.14990234375,3502.0208
2024-01-02,3698.25,3480.8577
2024-01-03,3693.050048828125,3440.9243
2024-01-04,3719.699951171875,3393.5059
2024-01-05,3712.550048828125,3348.3748
2024-01-08,3706.050048828125,3312.8804
2024-01-09,3694.0,3291.339
2024-01-10,3714.449951171875,3285.2112
2024-01-11,3698.60009765625,3293.2134
2024-01-12,3726.0,3312.4814
2024-01-15,3758.85009765625,3339.0127
2024-01-16,3820.300048828125,3368.6384
2024-01-17,3830.050048828125,3397.9907
2024-01-18,3734.699951171875,3424.6196
2024-01-19,3810.60009765625,3446.5793
2024-01-23,3739.64990234375,3463.122
2024-01-24,3767.85009765625,3474.9265
2024-01-25,3770.199951171875,3483.4414
2024-01-29,3866.64990234375,3490.1453
2024-01-30,3735.75,3496.616
