Date,Close,Predicted
2024-01-01,238.25,235.98431
2024-01-02,237.85000610351562,234.00444
2024-01-03,237.0500030517578,230.23763
2024-01-04,241.4499969482422,225.56613
2024-01-05,241.25,220.7577
2024-01-08,242.35000610351562,216.49232
2024-01-09,242.3000030517578,213.2765
2024-01-10,239.14999389648438,211.43025
2024-01-11,241.9499969482422,211.07333
2024-01-12,239.5,212.18018
2024-01-15,241.14999389648438,214.54045
2024-01-16,239.0500030517578,217.89265
2024-01-17,239.1999969482422,221.83604
2024-01-18,233.4499969482422,225.98457
2024-01-19,235.39999389648438,229.94385
2024-01-23,237.9499969482422,233.43007
2024-01-24,246.1999969482422,236.25607
2024-01-25,245.5,238.3497
2024-01-29,253.9499969482422,239.73047
2024-01-30,254.10000610351562,240.51631
