Date,Close,Predicted
2024-01-01,1260.25,1219.1062
2024-01-02,1296.199951171875,1211.7346
2024-01-03,1298.5999755859375,1199.7638
2024-01-04,1312.949951171875,1187.2274
2024-01-05,1300.199951171875,1177.0095
2024-01-08,1305.300048828125,1170.6315
2024-01-09,1324.0,1168.5625
2024-01-10,1324.8499755859375,1170.5853
2024-01-11,1316.25,1175.7026
2024-01-12,1325.949951171875,1182.8984
2024-01-15,1329.3499755859375,1191.0557
2024-01-16,1313.449951171875,1199.1515
2024-01-17,1299.0,1206.5189
2024-01-18,1335.75,1212.7097
2024-01-19,1335.5999755859375,1217.2805
2024-01-23,1378.300048828125,1220.112
2024-01-24,1382.0999755859375,1221.4844
2024-01-25,1368.300048828125,1221.8485
2024-01-29,1400.8499755859375,1221.747
2024-01-30,1371.75,1221.6266
