Date,Close,Predicted
2024-01-01,790.5999755859375,708.1762
2024-01-02,784.4000244140625,701.5953
2024-01-03,781.4500122070312,690.5142
2024-01-04,795.75,678.05615
2024-01-05,790.9500122070312,666.7986
2024-01-08,789.0999755859375,658.53455
2024-01-09,799.7999877929688,654.2391
2024-01-10,808.4500122070312,654.1917
2024-01-11,815.6500244140625,658.03455
2024-01-12,816.4500122070312,665.02594
2024-01-15,812.4500122070312,674.0202
2024-01-16,818.8499755859375,683.88696
2024-01-17,805.5499877929688,693.5759
2024-01-18,819.0499877929688,702.30005
2024-01-19,823.5499877929688,709.26917
2024-01-23,800.4500122070312,714.11316
2024-01-24,810.9000244140625,716.92737
2024-01-25,811.8499755859375,718.0148
2024-01-29,841.0,717.7845
2024-01-30,858.8499755859375,716.6988
