Date,Close,Predicted
2024-01-01,10283.2998046875,10070.989
2024-01-02,10197.75,10070.938
2024-01-03,10077.650390625,10087.854
2024-01-04,10015.2998046875,10120.22
2024-01-05,10017.0,10163.905
2024-01-08,9946.7001953125,10214.835
2024-01-09,10024.099609375,10267.391
2024-01-10,10010.2001953125,10315.519
2024-01-11,10011.099609375,10353.226
2024-01-12,9965.650390625,10377.107
2024-01-15,10086.900390625,10385.372
2024-01-16,10183.5498046875,10377.751
2024-01-17,10051.7001953125,10355.985
2024-01-18,9924.5,10322.321
2024-01-19,10037.7001953125,10279.374
2024-01-23,9860.4501953125,10230.53
2024-01-24,9988.2001953125,10181.003
2024-01-25,9881.0,10135.465
2024-01-29,9991.400390625,10097.397
2024-01-30,9951.650390625,10068.373
