Date,Open,High,Low,Close,Adj Close,Volume
2014-09-05,75.74064636230469,76.21876525878906,74.81251525878906,75.62814331054688,50.6154899597168,5566453
2014-09-08,75.93751525878906,76.33126831054688,74.10939025878906,74.86876678466797,50.10726547241211,6820385
2014-09-09,75.15001678466797,75.93751525878906,75.09376525878906,75.40314483642578,50.464900970458984,6490318
2014-09-10,75.23439025878906,76.83751678466797,75.23439025878906,76.58439636230469,51.25547790527344,5594235
2014-09-11,76.80939483642578,77.73751831054688,76.10626983642578,77.54064178466797,51.89546203613281,6309287
2014-09-12,77.23126983642578,77.56877136230469,75.74064636230469,76.02189636230469,50.8790283203125,7528757
2014-09-15,75.40314483642578,77.23126983642578,75.29064178466797,76.92189025878906,51.481353759765625,3929071
2014-09-16,76.64064025878906,77.51251983642578,75.65626525878906,76.47189331054688,51.1801872253418,6434969
2014-09-17,76.78126525878906,76.83751678466797,75.26251983642578,76.58439636230469,51.25547790527344,5122756
2014-09-18,76.38751983642578,77.56877136230469,76.02189636230469,76.80939483642578,51.406063079833984,16935401
2014-09-19,76.35939025878906,78.27189636230469,76.35939025878906,76.97814178466797,51.519012451171875,17128011
2014-09-22,76.95001983642578,77.28752136230469,76.19064331054688,77.06251525878906,51.575469970703125,7010679
2014-09-23,77.34376525878906,77.85002136230469,76.35939025878906,76.78126525878906,51.387245178222656,10349414
2014-09-24,76.55626678466797,77.28752136230469,76.13439178466797,76.41564178466797,51.14255142211914,6457902
2014-09-25,76.50001525878906,77.09064483642578,76.07814025878906,76.50001525878906,51.199012756347656,16106351
2014-09-26,76.52814483642578,77.28752136230469,75.96564483642578,77.06251525878906,51.575469970703125,5236288
2014-09-29,77.06251525878906,78.80626678466797,76.78126525878906,78.49689483642578,52.53544998168945,8073293
2014-09-30,78.15939331054688,78.21564483642578,75.43126678466797,76.07814025878906,50.91666030883789,12952693
2014-10-01,76.50001525878906,77.62501525878906,75.76876831054688,76.47189331054688,51.1801872253418,7924373
2014-10-07,76.47189331054688,77.48439025878906,75.90939331054688,77.20314025878906,51.669586181640625,8847590
2014-10-08,77.06251525878906,78.07501983642578,76.95001983642578,77.56877136230469,51.914283752441406,4593053
2014-10-09,77.70939636230469,78.13127136230469,77.23126983642578,77.65314483642578,51.970760345458984,9248781
2014-10-10,77.34376525878906,77.54064178466797,76.33126831054688,76.52814483642578,51.21782684326172,11619666
2014-10-13,75.85314178466797,76.69689178466797,75.68439483642578,75.85314178466797,50.76607894897461,10406480
2014-10-14,76.02189636230469,76.86564636230469,75.57189178466797,76.52814483642578,51.21782684326172,14165351
2014-10-15,76.52814483642578,76.52814483642578,76.52814483642578,76.52814483642578,51.21782684326172,0
2014-10-16,76.50001525878906,76.58439636230469,74.53126525878906,75.34689331054688,50.42727279663086,11263977
2014-10-17,75.90939331054688,76.21876525878906,75.09376525878906,75.43126678466797,50.483726501464844,5532569
2014-10-20,75.09376525878906,76.78126525878906,75.09376525878906,75.99376678466797,50.86020278930664,7878465
2014-10-21,76.35939025878906,79.22814178466797,76.02189636230469,78.72189331054688,52.68604278564453,6706899
2014-10-22,79.31251525878906,79.59376525878906,78.15939331054688,78.63751983642578,52.629573822021484,11612786
2014-10-27,79.25627136230469,81.78752136230469,78.83439636230469,79.90314483642578,53.47661209106445,11023074
2014-10-28,79.73439025878906,80.38127136230469,78.63751983642578,80.1562728881836,53.646018981933594,7011349
2014-10-29,80.66252136230469,81.0000228881836,78.75001525878906,80.18439483642578,53.66484069824219,13392055
2014-10-30,79.87501525878906,81.67501831054688,79.65001678466797,81.25314331054688,54.380123138427734,15543181
2014-10-31,81.25314331054688,82.32189178466797,80.91564178466797,82.01251983642578,54.888362884521484,12145111
2014-11-03,82.4062728881836,84.3750228881836,81.30939483642578,81.47814178466797,54.530723571777344,13632949
2014-11-05,81.39376831054688,82.06877136230469,79.90314483642578,80.12814331054688,53.62718963623047,5298871
2014-11-07,79.93126678466797,81.8437728881836,79.93126678466797,81.50627136230469,54.54953384399414,4488647
2014-11-10,81.5625228881836,84.03752136230469,80.2968978881836,83.30626678466797,55.75422286987305,10354057
2014-11-11,83.8125228881836,84.88127136230469,82.63127136230469,83.05314636230469,55.584808349609375,8362310
2014-11-12,82.65939331054688,83.02501678466797,79.90314483642578,80.40939331054688,53.81543731689453,6309241
2014-11-13,80.97189331054688,81.75939178466797,80.4375228881836,81.36564636230469,54.45541763305664,10971261
2014-11-14,80.91564178466797,82.06877136230469,80.4375228881836,81.05626678466797,54.24836349487305,6123081
2014-11-17,81.22502136230469,82.71564483642578,80.83126831054688,82.5468978881836,55.24599838256836,4923950
2014-11-18,82.65939331054688,84.26251983642578,82.1250228881836,83.44689178466797,55.848331451416016,6475424
2014-11-19,83.6718978881836,84.3750228881836,81.7031478881836,82.49064636230469,55.20834732055664,5431984
2014-11-20,82.23751831054688,82.6875228881836,81.1406478881836,82.20939636230469,55.020118713378906,3590544
2014-11-21,81.81564331054688,82.6875228881836,81.81564331054688,82.43439483642578,55.17070770263672,5424821
2014-11-24,81.45001983642578,81.8437728881836,79.42501831054688,80.12814331054688,53.62718963623047,6633290
2014-11-25,79.31251525878906,79.31251525878906,76.41564178466797,78.24376678466797,52.36606216430664,55543705
2014-11-26,77.90626525878906,79.03126525878906,77.65314483642578,78.27189636230469,52.384864807128906,5741991
2014-11-27,78.38439178466797,80.04376983642578,78.38439178466797,79.17189025878906,52.98720169067383,4482174
2014-11-28,79.25627136230469,80.77501678466797,78.44064331054688,80.26876831054688,53.721309661865234,4619433
2014-12-01,79.84689331054688,80.38127136230469,77.51251983642578,77.82189178466797,52.083709716796875,2477146
2014-12-02,77.62501525878906,78.30001831054688,77.48439025878906,77.65314483642578,51.970760345458984,2350906
