Date,Open,High,Low,Close,Adj Close,Volume
2014-09-05,633.97998046875,633.97998046875,615.5,618.7650146484375,537.1381225585938,183720
2014-09-08,623.0,647.0,622.989990234375,639.9849853515625,555.5587158203125,278170
2014-09-09,637.6099853515625,647.5,636.0999755859375,641.0,556.43994140625,366520
2014-09-10,641.0,643.9000244140625,634.47998046875,638.0850219726562,553.9096069335938,181940
2014-09-11,642.5,662.0,641.5549926757812,655.27001953125,568.827392578125,273020
2014-09-12,660.0,660.0,635.5,638.4600219726562,554.2349243164062,167500
2014-09-15,637.5,649.7000122070312,627.405029296875,631.89501953125,549.3965454101562,167360
2014-09-16,632.5,646.9000244140625,600.1099853515625,614.6099853515625,534.3682250976562,368610
2014-09-17,615.0,616.9650268554688,598.02001953125,608.844970703125,529.3557739257812,271220
2014-09-18,607.4949951171875,624.5,602.0050048828125,622.405029296875,541.1456298828125,145960
2014-09-19,622.5,626.22998046875,598.0,605.2550048828125,526.2346801757812,229820
2014-09-22,600.0999755859375,609.0,599.2000122070312,602.4749755859375,523.8175048828125,109560
2014-09-23,600.0999755859375,606.4849853515625,588.0999755859375,591.114990234375,513.9406127929688,121860
2014-09-24,599.9000244140625,615.0,590.0,612.989990234375,532.9598388671875,181360
2014-09-25,607.5,624.7999877929688,605.010009765625,610.9099731445312,531.1512451171875,155720
2014-09-26,610.9099731445312,619.9000244140625,604.7999877929688,615.8400268554688,535.4376831054688,155800
2014-09-29,605.0,624.5700073242188,605.0,620.64501953125,539.6153564453125,163650
2014-09-30,625.9000244140625,625.9000244140625,592.5150146484375,596.864990234375,518.9400634765625,307830
2014-10-01,602.7000122070312,607.3800048828125,596.0,601.094970703125,522.61767578125,208190
2014-10-07,596.10498046875,599.989990234375,594.7000122070312,595.7650146484375,517.9835815429688,162510
2014-10-08,595.0,602.3800048828125,590.0,592.6699829101562,515.2926635742188,179420
2014-10-09,592.5,605.989990234375,592.5,602.344970703125,523.704345703125,125990
2014-10-10,596.5,602.3400268554688,587.10498046875,589.3300170898438,512.3885498046875,179920
2014-10-13,591.0,609.5,591.0,600.739990234375,522.3090209960938,200580
2014-10-14,600.5999755859375,620.0,590.0999755859375,594.60498046875,516.9749755859375,209110
2014-10-15,594.60498046875,594.60498046875,594.60498046875,594.60498046875,516.9749755859375,0
2014-10-16,592.2000122070312,597.5,570.5,574.9749755859375,499.907958984375,233620
2014-10-17,579.4000244140625,585.0,563.5,569.510009765625,495.1564636230469,199700
2014-10-20,570.5050048828125,579.4000244140625,570.5050048828125,576.8900146484375,501.5729675292969,106780
2014-10-21,573.0999755859375,599.5,573.0999755859375,596.9849853515625,519.0443725585938,215500
2014-10-22,600.14501953125,603.6950073242188,591.135009765625,597.1749877929688,519.2095336914062,76770
2014-10-27,601.0,613.9000244140625,600.0999755859375,609.989990234375,530.3512573242188,251760
2014-10-28,614.2000122070312,614.989990234375,592.0,594.8049926757812,517.1491088867188,203040
2014-10-29,594.7000122070312,615.0,592.5150146484375,612.8499755859375,532.8380126953125,369250
2014-10-30,606.1199951171875,618.989990234375,606.1199951171875,613.3150024414062,533.2423706054688,203200
2014-10-31,613.2999877929688,630.0,609.9949951171875,625.719970703125,544.0277709960938,294670
2014-11-03,626.0999755859375,640.2000122070312,616.7050170898438,636.2650146484375,553.196044921875,329590
2014-11-05,640.0,640.0,628.010009765625,635.35498046875,552.40478515625,161630
2014-11-07,637.989990234375,645.0,625.7000122070312,643.4149780273438,559.41259765625,181330
2014-11-10,644.7000122070312,645.0,630.0,635.1900024414062,552.2612915039062,126200
2014-11-11,635.2999877929688,650.0,634.4749755859375,646.5650024414062,562.1513671875,169840
2014-11-12,649.0999755859375,649.0999755859375,630.5850219726562,632.75,550.1400146484375,180330
2014-11-13,635.5,639.8150024414062,628.2999877929688,633.260009765625,550.5834350585938,162970
2014-11-14,633.0,637.5,628.0,631.6500244140625,549.1836547851562,109070
2014-11-17,633.3699951171875,633.7000122070312,622.0,629.219970703125,547.0706787109375,136110
2014-11-18,629.219970703125,634.4550170898438,614.0,615.9550170898438,535.5377197265625,266680
2014-11-19,612.5,623.875,603.9000244140625,607.8200073242188,528.4647827148438,208020
2014-11-20,610.0,617.9000244140625,605.0,615.8900146484375,535.48095703125,164130
2014-11-21,611.0050048828125,634.5,611.0050048828125,633.6400146484375,550.91357421875,265780
2014-11-24,627.3499755859375,631.9000244140625,620.0999755859375,630.405029296875,548.1010131835938,138160
2014-11-25,628.0,643.5700073242188,626.9949951171875,633.85498046875,551.1006469726562,561220
2014-11-26,633.85498046875,641.0,624.0,626.0349731445312,544.3015747070312,157880
2014-11-27,623.9000244140625,630.9849853515625,620.2000122070312,622.5700073242188,541.2889404296875,107990
2014-11-28,620.0,630.0,616.0,620.405029296875,539.4065551757812,195880
2014-12-01,619.10498046875,629.2000122070312,606.7949829101562,615.6300048828125,535.255126953125,464780
2014-12-02,612.0,621.5,611.0999755859375,620.0150146484375,539.0677490234375,128880
2014-12-03,621.9000244140625,634.0,621.9000244140625,632.510009765625,549.9313354492188,343510
2014-12-04,632.5150146484375,637.5,629.0,634.2899780273438,551.4789428710938,246840
2014-12-05,633.5,637.9949951171875,626.0,630.3099975585938,548.0183715820312,93930
2014-12-08,626.0,635.0,626.0,633.5750122070312,551.5572509765625,95930
2014-12-09,630.0,637.5,622.1099853515625,630.5449829101562,548.9194946289062,95010
2014-12-10,626.5,635.0,626.010009765625,631.3400268554688,549.6116333007812,140210
2014-12-11,631.3400268554688,635.989990234375,622.5549926757812,626.5750122070312,545.4634399414062,157570
2014-12-12,630.0,632.9199829101562,623.0,628.2349853515625,546.9085083007812,120490
2014-12-15,629.0,629.0,608.2249755859375,611.844970703125,532.6401977539062,98590
2014-12-16,610.0,619.9949951171875,598.5449829101562,603.655029296875,525.5103149414062,166070
2014-12-17,603.5999755859375,613.989990234375,599.0,605.2100219726562,526.864013671875,82430
2014-12-18,613.7899780273438,618.9000244140625,605.5,615.1500244140625,535.5174560546875,92830
2014-12-19,621.5,627.5,612.0,617.780029296875,537.8070678710938,273820
